time,open,high,low,close,MA 9,MA 13,MA 21,MA 34,MA 50,MA 72,MA 89,MA 100,MA 200,MA 9,MA 13,MA 21,MA 34,MA 50,MA 72,MA 89,MA 100,MA 200,Gap Flag,Winning Gap-up Box,Losing Gap-up Box,Break Even Gap Box,Winning Gap-down Box,Losing Gap-down Box,Gap Flag,Winning Gap-up Box,Losing Gap-up Box,Break Even Gap Box,Winning Gap-down Box,Losing Gap-down Box,Volume,Volume MA,Relative Vol
1655299800,19.43,38.1,15.53,31.02,22.16052977777778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.636522222222222,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,1,0,0,0,0,0,0,824527,NaN,NaN
1655386200,31.04,38.9,31.02,38.7,25.468423822222224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24.15318888888889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,516897,NaN,NaN
1655472600,40.28,44.53,30.0001,43,28.97473905777778,23.816053846153846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.11418888888889,23.816053846153846,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,556508,NaN,NaN
1655818200,40.96,42.99,36.1405,39.51,31.081791246222224,26.058046153846153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.520855555555556,25.54836153846154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,1,0,0,1,0,0,1,0,0,298580,NaN,0.7432784573680696
1655904600,36.88,44.3894,36.7264,44.26,33.71743299697778,28.65832527472527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.49307777777778,27.707592307692305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,1,327709,NaN,0.9598308093085843
1655991000,49.18,50.97,38.005,40.75,35.12394639758222,30.385707378335947,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.65085555555556,29.607592307692304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,1,0,1,0,0,0,680151,NaN,1.925942121702632
1656077400,40.91,49,34.5,34.85,35.06915711806578,31.0234634671451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.86555555555556,31.030592307692306,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,512161,NaN,1.3828603520595306
1656336600,36.33,37,28.3101,29.29,33.913325694452624,30.775825828981514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.93111111111111,31.910592307692305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,1,0,1,0,0,0,281290,NaN,0.7573670031494295
1656423000,30.22,30.22,23.12,24.69,32.0686605555621,29.906422139127013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.23,32.4629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,201556,NaN,0.5347492323051162
1656509400,23.91,25.85,22.3741,24.56,30.566928444449676,29.142647547823152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.51222222222222,32.71136153846154,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,158386,389257.4,0.4152032187085657
1656595800,24.5,26.5584,23.5012,24.69,29.39154275555974,28.506555040991273,27.248033333333336,NaN,NaN,NaN,NaN,NaN,NaN,33.955555555555556,32.77076923076923,27.248033333333336,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,218967,341622.15,0.573318279434353
1656682200,24.78,31.38,23.91,29.8,29.47323420444779,28.691332892278233,27.480030303030304,NaN,NaN,NaN,NaN,NaN,NaN,32.48888888888889,32.855384615384615,27.85803333333333,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,349932,333321.25,0.880138808692862
1657027800,31.81,35,28.15,34.87,30.55258736355823,29.57399962195277,28.15184573002755,NaN,NaN,NaN,NaN,NaN,NaN,31.973333333333333,33.84538461538462,28.747557142857143,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0,0,0,0,1,0,0,1,0,0,320442,335783.1,0.8067780906524485
1657114200,35.3,37.39,34,35.5,31.542069890846584,30.420571104530946,28.819859754570498,NaN,NaN,NaN,NaN,NaN,NaN,31,34.190000000000005,29.673747619047617,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,309613,337928.4,0.780061399541708
1657200600,34.31,36.75,33.65,36.38,32.50965591267727,31.271918089597953,29.507145231427724,NaN,NaN,NaN,NaN,NaN,NaN,30.51444444444445,34.011538461538464,30.627509523809522,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,201278,341772.7,0.5711785011361172
