time,open,high,low,close,MA 9,MA 13,MA 21,MA 34,MA 50,MA 72,MA 89,MA 100,MA 200,MA 9,MA 13,MA 21,MA 34,MA 50,MA 72,MA 89,MA 100,MA 200,Gap Flag,Winning Gap-up Box,Losing Gap-up Box,Break Even Gap Box,Winning Gap-down Box,Losing Gap-down Box,Gap Flag,Winning Gap-up Box,Losing Gap-up Box,Break Even Gap Box,Winning Gap-down Box,Losing Gap-down Box,Volume,Volume MA,Relative Vol
1657287000,36.96,41.065,34.01,36.65,33.337724730141815,32.04021550536967,30.156495664934294,NaN,NaN,NaN,NaN,NaN,NaN,30.714444444444446,33.52307692307692,31.52274761904762,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,407247,357400.3,1.1819383807853527
1657546200,35.47,36.1988,31.54,31.54,32.97817978411345,31.968756147459718,30.282268786303902,NaN,NaN,NaN,NaN,NaN,NaN,30.964444444444453,32.910000000000004,32.190842857142854,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,192099,356381,0.6030809898437259
1657632600,31.49,33.71,30,31.8,32.74254382729076,31.944648126394043,30.420244351185367,NaN,NaN,NaN,NaN,NaN,NaN,31.754444444444445,31.951538461538462,32.689414285714285,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,163573,358023.7,0.5295578303969749
1657719000,30.49,34.28,29.48,33.62,32.918035061832605,32.183984108337754,30.711131228350332,NaN,NaN,NaN,NaN,NaN,NaN,32.76111111111111,31.403076923076927,33.15142857142857,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,230161,353229.65,0.7623287852720793
1657805400,32.89,33.62,31.01,31.71,32.67642804946608,32.11627209286093,30.801937480318482,NaN,NaN,NaN,NaN,NaN,NaN,33.541111111111114,31.161538461538466,33.294761904761906,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,156284,345368.05,0.5908675397091377
1657891800,31.32,31.9418,20.7001,29.5,32.041142439572866,31.74251893673794,30.683579527562255,NaN,NaN,NaN,NaN,NaN,NaN,33.50777777777778,31.17769230769232,33.65190476190477,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,637978,336040.6,2.33276170168977
1658151000,27.96,30.8756,26.27,28.82,31.39691395165829,31.325016231489663,30.514163206874777,NaN,NaN,NaN,NaN,NaN,NaN,32.83555555555555,31.495384615384623,33.54714285714286,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,1,0,0,1,0,0,1,0,0,137206,317056.05,0.5213104272181185
1658237400,29.26,29.33,27.12,28.89,30.895531161326634,30.977156769848282,30.366512006249796,NaN,NaN,NaN,NaN,NaN,NaN,32.10111111111111,31.828461538461546,33.080000000000005,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,181151,298288.2,0.6921109718400454
1658323800,27.87,30,27.2,28.18,30.352424929061307,30.57756294558424,30.167738187499815,29.102020588235302,NaN,NaN,NaN,NaN,NaN,31.189999999999998,32.09692307692308,32.37428571428571,29.102020588235302,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,112944,289006.4,0.4369357880556803
1658410200,27.97,28.66,26.19,27.66,29.813939943249046,30.160768239072205,29.939761988636196,29.01961941176471,NaN,NaN,NaN,NaN,NaN,30.19111111111111,31.932307692307695,31.81,29.415844117647065,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,126669,278954.4,0.5028575868327844
1658496600,27.89,28.39,21.78,21.84,28.219151954599237,28.972087062061888,29.203419989669268,28.609355445378156,NaN,NaN,NaN,NaN,NaN,29.11333333333333,30.930000000000007,30.742380952380955,29.5820205882353,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,261161,258004.9,1.0635428526217012
1658755800,23.46,23.8931,18.01,18.42,26.25932156367939,27.464646053195903,28.223109081517517,28.027106562785118,NaN,NaN,NaN,NaN,NaN,27.626666666666665,29.616153846153853,29.67904761904762,29.65172647058824,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,1,0,1,0,0,0,298871,247340.4,1.224796888972802
1658842200,18.95,20,16.11,16.81,24.369457250943512,25.942553759882202,27.18555371047047,27.386129044911684,NaN,NaN,NaN,NaN,NaN,25.758888888888887,28.11076923076924,28.82,29.66522647058824,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,180729,242312.35,0.7696792949703272
1658928600,17.65,17.65,14.0612,14.93,22.481565800754808,24.369331794184745,26.071412464064064,26.6743502423453,NaN,NaN,NaN,NaN,NaN,23.89444444444444,26.440000000000005,28.136190476190478,29.579344117647064,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,1,0,0,1,0,0,125272,238498.15,0.5461288027290746
1659015000,16.27,17.1291,13.01,14.24,20.833252640603845,22.922284395015495,24.995829512785512,25.963815942782713,NaN,NaN,NaN,NaN,NaN,22.198888888888888,25.10923076923078,27.638571428571428,29.483167647058828,NaN,NaN,NaN,NaN,NaN,1,0,1,0,0,0,1,0,0,1,0,0,271292,244143.45,1.2349939357284767
1659101400,14.14,14.9599,7.99,9.99,18.664602112483077,21.074815195727567,23.631663193441376,25.051026460337987,NaN,NaN,NaN,NaN,NaN,20.106666666666666,23.431538461538466,26.944761904761908,29.149638235294127,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,658748,266132.5,2.603718366737351
1659360600,11.13,11.3458,8.21,9.99,16.929681689986463,19.491270167766487,22.391511994037614,24.190396376890103,NaN,NaN,NaN,NaN,NaN,18.006666666666664,21.61384615384616,26.244761904761905,28.740000000000006,NaN,NaN,NaN,NaN,NaN,1,0,0,1,0,0,1,0,0,1,0,0,423063,269789.05,1.5580262573296164
1659447000,9.5,10.86,9.2001,10.18,15.579745351989171,18.161088715228416,21.281374540034196,23.389802298210668,NaN,NaN,NaN,NaN,NaN,16.00666666666666,19.957692307692316,25.31047619047619,28.195294117647066,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,177864,262660.15,0.6641616202998374
1659533400,10,10.49,9.3,9.46,14.355796281591337,16.918076041624357,20.206704127303816,22.593813595455774,NaN,NaN,NaN,NaN,NaN,13.984444444444442,18.416153846153854,24.10047619047619,27.826470588235303,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,99800,252169.5,0.3783632135201211
1659619800,9.46,9.72,8.91,9.41,13.36663702527307,15.845493749963735,19.225185570276196,21.840452818572587,NaN,NaN,NaN,NaN,NaN,12.603333333333328,16.923076923076934,22.85809523809524,27.190882352941184,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,94335,246822.35,0.4193858254964506
1659706200,9.21,10.74,8.79,10.15,12.723309620218457,15.031851785683202,18.400168700251086,21.17242694322558,NaN,NaN,NaN,NaN,NaN,11.68444444444444,15.481538461538472,21.60904761904762,26.351176470588243,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,123571,232638.55,0.5517494984802916
1659965400,10.52,23.3799,10.52,20.57,14.292647696174765,15.823015816299888,18.59742609113735,21.138002546469835,NaN,NaN,NaN,NaN,NaN,12.102222222222217,14.896153846153844,20.843333333333334,25.6914705882353,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,5441108,495089,9.073452964334036
1660051800,18.69,21.4387,13.03,15.21,14.476118156939812,15.735442128257047,18.28947826467032,20.799259543814415,NaN,NaN,NaN,NaN,NaN,12.13333333333333,13.938461538461537,20.06571428571429,24.97676470588236,NaN,NaN,NaN,NaN,NaN,1,0,0,0,1,0,1,0,0,1,0,0,1368765,555348.6,1.9855162772731567
1660138200,14.73,14.99,12.22,12.63,14.10689452555185,15.29180753850604,17.77498024060938,20.332444712739306,NaN,NaN,NaN,NaN,NaN,11.95444444444444,13.229999999999999,19.15285714285714,24.0464705882353,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,237098,555695.45,0.3400411630091838
1660224600,12.46,22.62,12.46,19.25,15.13551562044148,15.857263604433749,17.90907294600853,20.270590729154204,24.604174000000004,NaN,NaN,NaN,NaN,12.983333333333329,13.293846153846156,18.468571428571426,23.414117647058823,24.604174000000004,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,2109894,653375.95,2.544140646195957
